Geneid	Chr	Start	End	Strand	Length	NF54-24h_S6_L001.bam	NF54-24h_S8_L001.bam	PB58-24h-14_S2.bam	PB58-24h_S3_L001.bam
PF3D7_0404700	Pf3D7_04_v3	260454	263418	-	2965	12	6	26	21
PF3D7_1455100	Pf3D7_14_v3	2251188	2251934	-	747	81	61	50	74
PF3D7_1433900	Pf3D7_14_v3	1360002	1364558	+	4557	6	8	4	12
PF3D7_0509500	Pf3D7_05_v3	401437	402771	+	1335	14	3	8	7
PF3D7_1208300	Pf3D7_12_v3	388545	389147	+	603	268	79	116	145
PF3D7_1111700	Pf3D7_11_v3	452459	454861	-	2403	13	61	43	58
PF3D7_0905900	Pf3D7_09_v3	293585	296617	-	3033	132	78	155	84
PF3D7_0602600	Pf3D7_06_v3	107037	111664	-	4628	197	369	253	388
PF3D7_API04700	Pf3D7_API_v3	22528	23940	-	1413	0	0	0	0
PF3D7_1247100	Pf3D7_12_v3	1949594	1950493	+	900	52	52	41	56
PF3D7_0612700	Pf3D7_06_v3	525987	527030	-	1044	31	11	32	18
PF3D7_1450700	Pf3D7_14_v3	2078488	2080350	+	1863	538	323	347	439
PF3D7_1323000	Pf3D7_13_v3	963661	964690	-	1030	42	40	118	149
PF3D7_1134900	Pf3D7_11_v3	1369619	1371667	+	2049	1	2	1	6
PF3D7_0114800	Pf3D7_01_v3	569485	570272	-	788	7	9	2	0
PF3D7_0730700	Pf3D7_07_v3	1319011	1319082	-	72	2	0	1	0
PF3D7_1239800	Pf3D7_12_v3	1660451	1677754	+	17304	102	74	54	81
PF3D7_1118700	Pf3D7_11_v3	708526	712863	-	4338	12	4	27	7
PF3D7_0502500	Pf3D7_05_v3	114149	115933	+	1785	3	1	1	3
PF3D7_0513900	Pf3D7_05_v3	587752	588677	+	926	30	3	4	9
malmito_rna_20	Pf_M76611	34	71	+	38	0	0	0	0
PF3D7_0814400	Pf3D7_08_v3	695215	697522	-	2308	7	2	8	4
PF3D7_0829000	Pf3D7_08_v3	1245211	1251078	+	5868	145	103	110	109
PF3D7_1438100	Pf3D7_14_v3	1541359	1542872	-	1514	162	118	144	122
PF3D7_0515500	Pf3D7_05_v3	641137	644685	-	3549	5	2	8	3
PF3D7_1115100	Pf3D7_11_v3	571007	573306	-	2300	43	16	35	56
PF3D7_1206400	Pf3D7_12_v3	290836	291876	+	1041	0	0	0	0
PF3D7_0731600	Pf3D7_07_v3	1368161	1370596	+	2436	957	344	311	468
PF3D7_0729600	Pf3D7_07_v3	1258787	1259730	+	944	35	7	17	16
PF3D7_1255100	Pf3D7_12_v3	2238210	2239417	+	1208	6	8	1	6
PF3D7_0701400	Pf3D7_07_v3	65718	66854	-	1137	4	5	5	4
PF3D7_1216800	Pf3D7_12_v3	666884	666955	+	72	10	1	0	0
PF3D7_API01300	Pf3D7_API_v3	1667	2239	+	573	0	0	0	0
PF3D7_1329700	Pf3D7_13_v3	1261345	1262943	-	1599	5	2	7	6
PF3D7_1461400	Pf3D7_14_v3	2493400	2494762	-	1363	12	4	26	13
PF3D7_1114100	Pf3D7_11_v3	539903	541387	+	1485	134	60	92	82
PF3D7_1304700	Pf3D7_13_v3	241657	243192	+	1536	26	8	23	16
PF3D7_0515800	Pf3D7_05_v3	658423	658677	-	255	29	16	31	18
PF3D7_1441800	Pf3D7_14_v3	1702609	1703809	-	1201	71	26	35	40
PF3D7_0620500	Pf3D7_06_v3	855160	857112	+	1953	105	103	51	114
PF3D7_1471100	Pf3D7_14_v3	2905163	2906565	-	1403	4711	1499	1415	1587
PF3D7_0608310	Pf3D7_06_v3	348010	349371	+	1362	29	53	91	71
PF3D7_0315300	Pf3D7_03_v3	623446	630360	+	6915	19	10	16	29
PF3D7_0321000	Pf3D7_03_v3	877735	879511	+	1777	256	152	210	193
PF3D7_1460200	Pf3D7_14_v3	2456879	2457802	-	924	45	11	28	14
PF3D7_1317500	Pf3D7_13_v3	734604	734873	-	270	13	2	12	13
PF3D7_0608300	Pf3D7_06_v3	343212	347507	+	4296	62	37	43	87
PF3D7_1473000	Pf3D7_14_v3	2975115	2975492	-	378	0	0	0	0
PF3D7_1201900	Pf3D7_12_v3	107338	108202	-	865	106	54	81	68
PF3D7_1471700	Pf3D7_14_v3	2929823	2931547	+	1725	5	1	8	5
PF3D7_0712300	Pf3D7_07_v3	542906	550520	-	7615	6	5	2	3
PF3D7_0517500	Pf3D7_05_v3	735887	738400	-	2514	10	6	31	25
PF3D7_0727300	Pf3D7_07_v3	1159700	1161820	-	2121	108	113	141	110
PF3D7_1313100	Pf3D7_13_v3	556285	565251	+	8967	1	2	3	5
PF3D7_1424400	Pf3D7_14_v3	977908	979166	+	1259	4325	2214	3208	2474
PF3D7_0715200	Pf3D7_07_v3	676061	682681	-	6621	104	16	58	28
PF3D7_0403700	Pf3D7_04_v3	206228	209394	-	3167	522	333	355	396
PF3D7_1138800	Pf3D7_11_v3	1533252	1539856	-	6605	392	419	329	542
PF3D7_0620900	Pf3D7_06_v3	861685	861765	-	81	0	0	0	0
PF3D7_0801400	Pf3D7_08_v3	104525	104888	-	364	14	0	4	7
PF3D7_1103100	Pf3D7_11_v3	140048	140801	-	754	2825	1455	1601	1662
PF3D7_1328500	Pf3D7_13_v3	1204186	1207200	-	3015	316	290	167	272
PF3D7_0703800	Pf3D7_07_v3	149804	152980	+	3177	6	8	9	20
PF3D7_1315300	Pf3D7_13_v3	644714	646392	+	1679	5	0	10	3
PF3D7_0202000	Pf3D7_02_v3	103385	105796	-	2412	23988	21856	13379	9887
PF3D7_0410200	Pf3D7_04_v3	469858	469930	-	73	0	0	0	0
PF3D7_1212400	Pf3D7_12_v3	549888	550910	+	1023	23	4	7	11
PF3D7_0617500	Pf3D7_06_v3	735368	736327	+	960	11	3	1	2
PF3D7_0708800	Pf3D7_07_v3	395711	398332	+	2622	3783	2519	2734	2955
PF3D7_0604300	Pf3D7_06_v3	182216	184537	+	2322	125	52	59	61
PF3D7_1323400	Pf3D7_13_v3	971847	973036	-	1190	2473	1575	2336	1720
PF3D7_1121700	Pf3D7_11_v3	820073	822520	+	2448	251	187	240	150
PF3D7_1326200	Pf3D7_13_v3	1090329	1091327	-	999	51	22	39	37
PF3D7_1200500	Pf3D7_12_v3	43800	45106	-	1307	92	99	333	267
PF3D7_1112100	Pf3D7_11_v3	462290	469672	+	7383	204	45	97	124
PF3D7_1359900	Pf3D7_13_v3	2395974	2402354	+	6381	68	61	103	50
PF3D7_1437200	Pf3D7_14_v3	1507359	1510089	-	2731	734	160	422	206
PF3D7_1404300	Pf3D7_14_v3	150000	150608	+	609	2	0	0	0
PF3D7_0711700	Pf3D7_07_v3	511950	519425	-	7476	16	14	5	7
PF3D7_0714900	Pf3D7_07_v3	672735	672816	-	82	0	0	0	0
PF3D7_1109800	Pf3D7_11_v3	395252	395336	-	85	0	0	0	0
PF3D7_0512200	Pf3D7_05_v3	529934	531901	-	1968	110	98	58	92
PF3D7_1419800	Pf3D7_14_v3	822423	824340	-	1918	253	74	89	111
PF3D7_0507700	Pf3D7_05_v3	316766	318361	-	1596	301	201	299	254
PF3D7_1442800	Pf3D7_14_v3	1750209	1751417	-	1209	1	5	1	9
PF3D7_1364500	Pf3D7_13_v3	2596389	2597822	+	1434	78	56	65	61
PF3D7_0206800	Pf3D7_02_v3	273689	274507	-	819	193	57	117	61
PF3D7_0722500	Pf3D7_07_v3	956920	958017	-	1098	262	192	181	293
PF3D7_1207300	Pf3D7_12_v3	343326	344361	-	1036	7	0	5	5
PF3D7_0218600	Pf3D7_02_v3	755418	762560	+	7143	764	540	531	869
PF3D7_0705500	Pf3D7_07_v3	270022	278706	-	8685	566	669	557	333
PF3D7_1004500	Pf3D7_10_v3	213986	214594	-	609	12	6	6	17
PF3D7_0419500	Pf3D7_04_v3	866501	868111	-	1611	32	41	47	61
PF3D7_1465400	Pf3D7_14_v3	2646603	2647033	-	431	110	128	197	116
PF3D7_0909400	Pf3D7_09_v3	424171	428106	+	3936	487	373	418	465
PF3D7_0704400	Pf3D7_07_v3	204718	207750	+	3033	107	70	63	97
PF3D7_0713800	Pf3D7_07_v3	624379	625300	-	922	13	16	31	48
PF3D7_1128900	Pf3D7_11_v3	1118249	1120685	+	2437	12	5	18	10
PF3D7_1223700	Pf3D7_12_v3	968980	970073	+	1094	369	154	213	181
PF3D7_0528000	Pf3D7_05_v3	1156205	1156579	-	375	63	71	78	86
PF3D7_1008500	Pf3D7_10_v3	351703	355593	+	3891	70	67	113	65
PF3D7_1231800	Pf3D7_12_v3	1314696	1320170	+	5475	263	305	652	189
PF3D7_0724200	Pf3D7_07_v3	1019384	1020667	-	1284	67	64	51	60
PF3D7_0708300	Pf3D7_07_v3	378031	379305	+	1275	53	51	88	64
PF3D7_1202000	Pf3D7_12_v3	109247	112758	-	3512	54	49	58	33
PF3D7_0530200	Pf3D7_05_v3	1229077	1230651	-	1575	59	9	28	9
PF3D7_0808200	Pf3D7_08_v3	416344	418065	-	1722	23	14	32	5
PF3D7_1420200	Pf3D7_14_v3	838927	842664	-	3738	33	13	35	28
PF3D7_1236700	Pf3D7_12_v3	1529821	1531347	-	1527	125	76	97	105
PF3D7_0923100	Pf3D7_09_v3	941830	942498	-	669	12	8	4	7
PF3D7_0205900	Pf3D7_02_v3	235237	238816	+	3580	1285	678	845	909
PF3D7_1319400	Pf3D7_13_v3	801712	806029	+	4318	405	41	207	175
PF3D7_1435800	Pf3D7_14_v3	1452604	1454118	+	1515	28	0	13	18
PF3D7_0209300	Pf3D7_02_v3	387273	388151	+	879	57	26	48	37
PF3D7_1355700	Pf3D7_13_v3	2206592	2210458	-	3867	568	732	830	787
PF3D7_1468200	Pf3D7_14_v3	2802508	2803188	+	681	49	42	44	19
PF3D7_0918900	Pf3D7_09_v3	777558	780749	+	3192	653	334	379	319
PF3D7_0713600	Pf3D7_07_v3	617933	620867	+	2935	73	26	49	66
PF3D7_0101000	Pf3D7_01_v3	65817	66989	-	1173	0	1	0	1
PF3D7_1200300	Pf3D7_12_v3	30078	31261	-	1184	3	1	0	0
PF3D7_0913300	Pf3D7_09_v3	576960	579026	-	2067	321	359	309	365
PF3D7_0619600	Pf3D7_06_v3	825157	827772	+	2616	23	25	24	43
PF3D7_1371900	Pf3D7_13_v3	2829856	2830669	+	814	65	47	28	35
PF3D7_0216100	Pf3D7_02_v3	664984	668532	-	3549	31	14	35	34
PF3D7_1455000	Pf3D7_14_v3	2247245	2249750	-	2506	12	4	7	7
PF3D7_1147700	Pf3D7_11_v3	1897204	1897884	+	681	68	8	38	21
PF3D7_1143500	Pf3D7_11_v3	1737256	1740029	-	2774	21	2	30	10
PF3D7_0831300	Pf3D7_08_v3	1339659	1342306	+	2648	180	62	76	228
PF3D7_0418900	Pf3D7_04_v3	847231	849059	+	1829	49	7	18	19
PF3D7_1227200	Pf3D7_12_v3	1098129	1104223	+	6095	138	121	108	123
PF3D7_0100700	Pf3D7_01_v3	56690	56893	-	204	0	0	0	0
PF3D7_0315100	Pf3D7_03_v3	612739	613422	-	684	225	118	168	118
PF3D7_1010200	Pf3D7_10_v3	405017	410536	-	5520	490	434	355	597
PF3D7_1008000	Pf3D7_10_v3	321011	328150	+	7140	540	580	568	629
PF3D7_1367900	Pf3D7_13_v3	2706499	2708442	+	1944	0	0	3	1
PF3D7_1039400	Pf3D7_10_v3	1587152	1588498	-	1347	0	0	0	0
PF3D7_1138200	Pf3D7_11_v3	1498208	1498969	+	762	37	9	22	23
PF3D7_1406000	Pf3D7_14_v3	210300	210960	+	661	78	26	52	41
PF3D7_1022000	Pf3D7_10_v3	919772	924213	+	4442	285	186	175	205
PF3D7_0923200	Pf3D7_09_v3	944126	946468	+	2343	392	320	260	321
PF3D7_0522600	Pf3D7_05_v3	940249	941700	+	1452	2	0	8	2
PF3D7_0726200	Pf3D7_07_v3	1100134	1102967	+	2834	272	282	192	211
PF3D7_1213300	Pf3D7_12_v3	578470	578917	-	448	2	0	1	1
PF3D7_1303000	Pf3D7_13_v3	158144	158778	+	635	114	43	72	63
PF3D7_0626840	Pf3D7_06_v3	1080331	1080559	+	229	0	0	0	0
PF3D7_1414100	Pf3D7_14_v3	560093	562324	+	2232	183	182	122	204
PF3D7_0817200	Pf3D7_08_v3	777257	779647	-	2391	43	45	29	56
PF3D7_0719200	Pf3D7_07_v3	841108	842830	+	1723	17	5	10	19
PF3D7_1328900	Pf3D7_13_v3	1215925	1217118	-	1194	38	44	19	62
PF3D7_0412200	Pf3D7_04_v3	541811	542809	-	999	2	9	9	7
PF3D7_1433500	Pf3D7_14_v3	1332363	1337301	-	4939	590	680	936	909
PF3D7_0113400	Pf3D7_01_v3	508252	509748	-	1497	25	29	30	17
PF3D7_1241000	Pf3D7_12_v3	1745289	1745423	-	135	1	0	0	0
PF3D7_1331100	Pf3D7_13_v3	1299906	1305294	-	5389	173	178	169	179
PF3D7_0314000	Pf3D7_03_v3	567247	568850	+	1604	42	13	38	17
PF3D7_0613500	Pf3D7_06_v3	548280	552371	-	4092	120	89	103	106
PF3D7_1005700	Pf3D7_10_v3	247495	249940	-	2446	25	3	16	15
PF3D7_1228800	Pf3D7_12_v3	1169557	1179186	-	9630	996	448	537	590
PF3D7_0708200	Pf3D7_07_v3	374243	377393	-	3151	3	1	1	3
PF3D7_0222100	Pf3D7_02_v3	878468	879251	-	784	59	170	22	72
PF3D7_0318600	Pf3D7_03_v3	783112	786165	-	3054	135	127	100	152
PF3D7_1014500	Pf3D7_10_v3	576579	580478	+	3900	11	23	17	24
PF3D7_0923700	Pf3D7_09_v3	960181	961390	-	1210	0	0	3	3
PF3D7_1420600	Pf3D7_14_v3	854094	855963	-	1870	168	98	84	90
PF3D7_1226300	Pf3D7_12_v3	1065796	1066683	+	888	796	367	471	462
PF3D7_1357400	Pf3D7_13_v3	2276521	2280060	+	3540	187	53	120	140
PF3D7_API02100	Pf3D7_API_v3	5162	5548	+	387	0	0	0	0
PF3D7_1120600	Pf3D7_11_v3	775233	783639	-	8407	131	19	36	71
PF3D7_0203900	Pf3D7_02_v3	176567	178300	+	1734	124	17	50	37
PF3D7_1338500	Pf3D7_13_v3	1554199	1556364	+	2166	12	0	5	3
PF3D7_0105700	Pf3D7_01_v3	238666	247857	+	9192	108	9	53	29
PF3D7_0530300	Pf3D7_05_v3	1233401	1238086	+	4686	29	2	16	19
PF3D7_1009000	Pf3D7_10_v3	371293	372117	+	825	112	118	127	143
PF3D7_1114400	Pf3D7_11_v3	547383	549296	-	1914	30	15	10	32
PF3D7_0309000	Pf3D7_03_v3	384375	386879	+	2505	180	156	155	169
PF3D7_1313900	Pf3D7_13_v3	600666	601868	-	1203	9	13	7	20
PF3D7_0729500	Pf3D7_07_v3	1255371	1257653	+	2283	309	236	267	328
PF3D7_1222400	Pf3D7_12_v3	890581	898257	+	7677	205	91	109	207
PF3D7_0515200	Pf3D7_05_v3	627298	627961	+	664	2	0	3	3
PF3D7_0510100	Pf3D7_05_v3	422746	430353	-	7608	340	63	102	82
PF3D7_1022400	Pf3D7_10_v3	939938	942234	-	2297	1336	1026	1207	1085
PF3D7_1139600	Pf3D7_11_v3	1580594	1582483	+	1890	5	2	6	5
PF3D7_0213700	Pf3D7_02_v3	557048	557696	+	649	155	85	100	98
PF3D7_1443300	Pf3D7_14_v3	1776010	1776662	+	653	210	98	129	142
PF3D7_0308000	Pf3D7_03_v3	353549	355045	+	1497	153	28	42	89
PF3D7_0503300	Pf3D7_05_v3	135004	135930	-	927	615	412	421	535
PF3D7_1220600	Pf3D7_12_v3	820586	822198	+	1613	26	9	23	19
PF3D7_1466200	Pf3D7_14_v3	2694813	2704049	-	9237	262	194	210	270
PF3D7_1311400	Pf3D7_13_v3	487511	488824	+	1314	365	326	424	383
PF3D7_1465700	Pf3D7_14_v3	2658255	2660911	-	2657	6	0	9	7
PF3D7_0416700	Pf3D7_04_v3	727710	727979	-	270	78	24	46	27
PF3D7_0805800	Pf3D7_08_v3	322367	323677	-	1311	0	0	1	1
PF3D7_0520200	Pf3D7_05_v3	835314	837407	-	2094	183	139	149	183
PF3D7_0924400	Pf3D7_09_v3	988977	992915	+	3939	448	298	254	354
PF3D7_0516600	Pf3D7_05_v3	686810	691642	-	4833	169	100	115	194
PF3D7_0215300	Pf3D7_02_v3	628642	631308	-	2667	36	97	116	50
PF3D7_0305100	Pf3D7_03_v3	236334	248270	-	11937	240	94	93	165
PF3D7_0314400	Pf3D7_03_v3	579539	580465	-	927	209	150	175	139
PF3D7_0729000	Pf3D7_07_v3	1235699	1236707	+	1009	33	14	17	18
PF3D7_0518600	Pf3D7_05_v3	769310	773140	+	3831	86	14	58	53
PF3D7_0800800	Pf3D7_08_v3	79823	80642	+	820	11	50	16	46
PF3D7_0813400	Pf3D7_08_v3	658493	662095	-	3603	2411	2223	1789	1885
PF3D7_0414100	Pf3D7_04_v3	634029	638905	-	4877	25	18	10	47
PF3D7_1332400	Pf3D7_13_v3	1337117	1339693	-	2577	143	151	114	204
PF3D7_0114900	Pf3D7_01_v3	572135	572853	-	719	3	0	1	0
PF3D7_0209900	Pf3D7_02_v3	407900	408438	+	539	1	2	1	6
PF3D7_1467000	Pf3D7_14_v3	2742387	2745257	+	2871	44	30	31	27
PF3D7_1462800	Pf3D7_14_v3	2559098	2560347	+	1250	40513	8793	12913	9580
mal_rna_17	Pf_M76611	5577	5771	-	195	74	9	31	10
PF3D7_0408400	Pf3D7_04_v3	406233	407909	-	1677	25	6	10	11
PF3D7_0323600	Pf3D7_03_v3	988631	990882	+	2252	91	104	70	124
PF3D7_1452100	Pf3D7_14_v3	2141662	2142678	+	1017	2	13	9	17
PF3D7_1001100	Pf3D7_10_v3	67807	68961	-	1155	43	29	43	141
PF3D7_1206700	Pf3D7_12_v3	301129	302826	-	1698	1121	700	835	874
PF3D7_0208800	Pf3D7_02_v3	359142	359849	+	708	30	21	20	29
PF3D7_1342700	Pf3D7_13_v3	1677540	1677917	-	378	87	44	40	58
PF3D7_1146100	Pf3D7_11_v3	1824148	1825579	-	1432	12	7	13	8
PF3D7_1218100	Pf3D7_12_v3	706227	708196	+	1970	2	2	2	0
PF3D7_0418400	Pf3D7_04_v3	829963	830594	+	632	57	71	71	38
PF3D7_1255200	Pf3D7_12_v3	2241271	2248962	-	7692	44	116	28	18
PF3D7_1107500	Pf3D7_11_v3	320128	321205	-	1078	152	83	82	96
PF3D7_1362600	Pf3D7_13_v3	2506148	2507214	+	1067	50	1	20	13
PF3D7_0418500	Pf3D7_04_v3	830989	832428	-	1440	29	10	23	16
PF3D7_0625100	Pf3D7_06_v3	1023015	1024214	+	1200	2	0	3	1
PF3D7_1031500	Pf3D7_10_v3	1270528	1274144	+	3617	260	166	197	189
PF3D7_1314300	Pf3D7_13_v3	619131	620525	-	1395	92	8	37	52
PF3D7_1448200	Pf3D7_14_v3	1966245	1971618	-	5374	5	3	2	4
PF3D7_0726300	Pf3D7_07_v3	1104156	1108364	+	4209	38	13	20	9
PF3D7_1457400	Pf3D7_14_v3	2350985	2360152	+	9168	58	76	115	125
PF3D7_1345900	Pf3D7_13_v3	1835511	1836799	-	1289	83	11	21	29
PF3D7_0930600	Pf3D7_09_v3	1218393	1221000	-	2608	106	109	104	134
PF3D7_0613300	Pf3D7_06_v3	540077	544798	-	4722	14	0	31	13
PF3D7_1306000	Pf3D7_13_v3	283475	287500	+	4026	0	0	5	6
PF3D7_1423100	Pf3D7_14_v3	929503	931281	+	1779	17	4	22	29
PF3D7_1144100	Pf3D7_11_v3	1756557	1757182	-	626	50	18	38	44
PF3D7_0823700	Pf3D7_08_v3	1041832	1042327	-	496	45	94	165	81
PF3D7_0110100	Pf3D7_01_v3	389261	392065	-	2805	92	51	75	88
PF3D7_0801700	Pf3D7_08_v3	112299	117877	+	5579	391	298	286	390
PF3D7_0818600	Pf3D7_08_v3	845253	847380	-	2128	39	25	68	48
PF3D7_1113200	Pf3D7_11_v3	517311	517985	+	675	42	36	47	62
PF3D7_0802100	Pf3D7_08_v3	151808	159668	-	7861	50	8	40	17
PF3D7_0936500	Pf3D7_09_v3	1443854	1444847	-	994	15	20	16	26
PF3D7_0905700	Pf3D7_09_v3	284200	286640	-	2441	163	100	110	134
PF3D7_0617800	Pf3D7_06_v3	748416	748814	-	399	422	216	475	280
PF3D7_0603900	Pf3D7_06_v3	161254	162381	-	1128	3	0	6	3
PF3D7_1339700	Pf3D7_13_v3	1590510	1596320	-	5811	88	56	93	182
PF3D7_0522000	Pf3D7_05_v3	896018	896940	+	923	91	58	50	68
PF3D7_0815600	Pf3D7_08_v3	729917	732187	-	2271	746	509	584	482
PF3D7_0206300	Pf3D7_02_v3	252394	262443	+	10050	610	739	567	771
PF3D7_1015500	Pf3D7_10_v3	624048	625895	-	1848	24	16	28	27
PF3D7_1476100	Pf3D7_14_v3	3131104	3131637	+	534	4	4	11	7
PF3D7_1133700	Pf3D7_11_v3	1302173	1305987	+	3815	926	1079	1774	1083
PF3D7_0410100	Pf3D7_04_v3	469218	469299	+	82	0	0	1	0
PF3D7_1434300	Pf3D7_14_v3	1372903	1374597	+	1695	1971	867	1094	1102
malmito_rna_LSUG	Pf_M76611	283	389	-	107	2	0	0	0
PF3D7_1454600	Pf3D7_14_v3	2239538	2240227	-	690	44	39	38	27
PF3D7_1367700	Pf3D7_13_v3	2695655	2699881	+	4227	1128	868	1005	1116
PF3D7_0622500	Pf3D7_06_v3	912406	913710	-	1305	42	50	52	35
PF3D7_1040400	Pf3D7_10_v3	1612530	1613735	+	1206	2	1	2	4
PF3D7_1460300	Pf3D7_14_v3	2459214	2459964	-	751	694	388	481	508
PF3D7_1122900	Pf3D7_11_v3	878969	895273	+	16305	24	5	17	23
PF3D7_1126800	Pf3D7_11_v3	1049921	1052665	+	2745	28	15	24	18
malmito_rna_LSUC	Pf_M76611	204	225	-	22	0	0	0	0
PF3D7_1212800	Pf3D7_12_v3	565966	566931	+	966	82	24	73	78
PF3D7_1418000	Pf3D7_14_v3	759360	761422	-	2063	187	80	98	117
PF3D7_1361100	Pf3D7_13_v3	2450461	2453760	+	3300	534	413	583	322
PF3D7_0516100	Pf3D7_05_v3	667486	674861	+	7376	62	16	43	50
PF3D7_1234600	Pf3D7_12_v3	1441736	1445128	-	3393	45	1	20	10
PF3D7_1461600	Pf3D7_14_v3	2498047	2500384	-	2338	570	410	514	449
PF3D7_0921000	Pf3D7_09_v3	857587	858829	-	1243	369	148	165	159
PF3D7_1443500	Pf3D7_14_v3	1780992	1783580	-	2589	176	96	94	182
PF3D7_0918300	Pf3D7_09_v3	751358	752422	-	1065	448	324	436	360
PF3D7_0711100	Pf3D7_07_v3	492519	493232	-	714	28	43	32	27
PF3D7_0713700	Pf3D7_07_v3	621463	623521	-	2059	129	83	114	85
PF3D7_1462900	Pf3D7_14_v3	2561069	2563492	-	2424	30	33	17	46
PF3D7_0411400	Pf3D7_04_v3	513154	517068	-	3915	130	111	144	109
PF3D7_0820200	Pf3D7_08_v3	912264	914249	-	1986	188	218	271	299
PF3D7_1012000	Pf3D7_10_v3	463493	467006	+	3514	220	136	214	190
PF3D7_API03000	Pf3D7_API_v3	9660	9896	+	237	0	0	0	0
PF3D7_1230500	Pf3D7_12_v3	1253973	1255481	-	1509	53	145	128	161
PF3D7_1140400	Pf3D7_11_v3	1608006	1608609	+	604	26	5	25	10
PF3D7_0820300	Pf3D7_08_v3	919055	920896	+	1842	142	227	158	282
PF3D7_1301000	Pf3D7_13_v3	65548	66816	-	1269	1	1	0	0
PF3D7_0921700	Pf3D7_09_v3	883515	885592	-	2078	145	27	82	107
PF3D7_1333800	Pf3D7_13_v3	1382631	1383335	+	705	159	97	148	114
PF3D7_1422500	Pf3D7_14_v3	906620	908892	+	2273	29	3	14	6
PF3D7_0400700	Pf3D7_04_v3	63104	64476	-	1373	21	3	3	4
PF3D7_0220700	Pf3D7_02_v3	833805	834688	+	884	36	19	30	12
PF3D7_1214900	Pf3D7_12_v3	618764	620111	+	1348	150	51	51	71
PF3D7_0529100	Pf3D7_05_v3	1191000	1191682	-	683	19	6	12	16
PF3D7_0400300	Pf3D7_04_v3	42032	43374	-	1343	24	33	26	193
PF3D7_0630700	Pf3D7_06_v3	1285058	1287031	+	1974	16	18	17	27
PF3D7_0512700	Pf3D7_05_v3	546734	547579	-	846	372	199	294	309
PF3D7_1404800	Pf3D7_14_v3	163990	166854	-	2865	639	1184	1176	856
PF3D7_1441300	Pf3D7_14_v3	1681791	1689157	+	7367	15	8	15	22
PF3D7_1236200	Pf3D7_12_v3	1512200	1516516	-	4317	283	135	427	383
PF3D7_1308400	Pf3D7_13_v3	373487	392072	-	18586	306	210	202	252
PF3D7_1451000	Pf3D7_14_v3	2085105	2087519	-	2415	120	128	376	257
PF3D7_1135100	Pf3D7_11_v3	1374592	1376661	-	2070	157	394	324	212
PF3D7_1033900	Pf3D7_10_v3	1354454	1355571	-	1118	25	5	34	9
PF3D7_0514000	Pf3D7_05_v3	588921	590769	-	1849	12	2	12	11
PF3D7_1038000	Pf3D7_10_v3	1505835	1506896	+	1062	1828	1076	1594	1040
PF3D7_1371200	Pf3D7_13_v3	2802527	2802686	+	160	1	0	1	0
PF3D7_1405000	Pf3D7_14_v3	172237	174911	+	2675	73	47	73	90
PF3D7_0727400	Pf3D7_07_v3	1162710	1163831	+	1122	693	202	298	229
PF3D7_0610200	Pf3D7_06_v3	437663	440545	-	2883	335	206	278	303
PF3D7_0728800	Pf3D7_07_v3	1230589	1232180	+	1592	123	35	50	89
PF3D7_0924700	Pf3D7_09_v3	1006773	1008542	+	1770	152	131	106	122
PF3D7_0423800	Pf3D7_04_v3	1076347	1077534	+	1188	14	11	30	23
PF3D7_0512450	Pf3D7_05_v3	537499	539282	+	1784	1	0	0	1
PF3D7_0723200	Pf3D7_07_v3	972658	974272	+	1615	4	1	2	3
PF3D7_1420000	Pf3D7_14_v3	828904	830773	-	1870	972	542	582	462
PF3D7_1447000	Pf3D7_14_v3	1929931	1931379	+	1449	4353	2274	2363	2122
PF3D7_1477800	Pf3D7_14_v3	3207627	3207899	+	273	5	2	9	2
PF3D7_1468400	Pf3D7_14_v3	2809478	2812066	+	2589	15	6	20	6
PF3D7_1354100	Pf3D7_13_v3	2158129	2159199	-	1071	12	16	19	21
PF3D7_0714400	Pf3D7_07_v3	662284	663407	-	1124	51	28	30	44
PF3D7_0827200	Pf3D7_08_v3	1177310	1180324	+	3015	17	2	11	9
PF3D7_1435900	Pf3D7_14_v3	1454555	1455496	-	942	22	11	36	28
PF3D7_0612900	Pf3D7_06_v3	531126	533186	+	2061	982	758	644	965
PF3D7_1014000	Pf3D7_10_v3	550839	552571	-	1733	10	1	4	2
PF3D7_0618700	Pf3D7_06_v3	778692	779636	+	945	60	39	32	54
PF3D7_0904200	Pf3D7_09_v3	197867	198816	+	950	32	4	23	19
PF3D7_0600900	Pf3D7_06_v3	38721	39781	-	1061	1	2	1	0
PF3D7_1029900	Pf3D7_10_v3	1217348	1222441	+	5094	31	9	62	35
PF3D7_1218400	Pf3D7_12_v3	720886	723448	-	2563	532	526	667	541
PF3D7_0418800	Pf3D7_04_v3	843562	845169	+	1608	14	1	8	2
PF3D7_1251900	Pf3D7_12_v3	2112878	2112950	+	73	0	0	0	0
PF3D7_1447400	Pf3D7_14_v3	1937706	1939117	-	1412	35	116	144	108
PF3D7_0424500	Pf3D7_04_v3	1110060	1112293	+	2234	134	245	261	118
PF3D7_1423900	Pf3D7_14_v3	972775	972860	-	86	1	0	0	1
PF3D7_1216200	Pf3D7_12_v3	648889	650552	+	1664	1411	721	1054	1045
PF3D7_0931000	Pf3D7_09_v3	1248866	1251601	-	2736	63	103	107	187
PF3D7_0730900	Pf3D7_07_v3	1325375	1331813	+	6439	1573	2520	1378	1689
